"Major","Course ID","Course Name","Credits","Prerequisites","Course Description","Detailed Course Prerequisite","Key Words"
"Computer Science and Engineering","CSE 529","Computational Genomics","4","","Introduces computational and statistical approaches and practices for deriving robust and rigorous insights from modern genomics datasets. Includes genomics-inspired problems in areas such as human genetics, regulatory genomics, and single cell genomics as well as relevant foundational statistical and computational concepts such as causal inference, hidden confounding factors, and model interpretation.","no","Mathematical Biology, Computation & Scientific Computing, Bioengineering & Neural Engineering"
"Computer Science and Engineering","CSE 531","Computational Complexity I","4","CSE 311","Deterministic and nondeterministic time and space complexity, complexity classes, and complete problems. Time and space hierarchies. Alternation and the polynomial-time hierarchy. Circuit complexity. Probabilistic computation. Exponential complexity lower bounds. Interactive proofs. ","either CSE 311 or equivalent","Computer-Aided Mathematics, Computation & Scientific Computing, Discrete Mathematics & Graph Theory"
"Computer Science and Engineering","CSE 532","Computational Complexity II","4","","Advanced computational complexity including several of the following: circuit complexity lower bounds, #p and counting classes, probabilistically-checkable proofs, de-randomization, logical characteristics of complexity, communication complexity, time-space tradeoffs, complexity of data structures","no","Complex Analysis & Complex Variables, Computation & Scientific Computing, Computer-Aided Mathematics"
"Computer Science and Engineering","CSE 533","Advanced Topics in Complexity Theory","4","","An in-depth study of advanced topics in computational complexity","no","Complex Analysis & Complex Variables, Quantum Computing & Information, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 534","Quantum Information and Computation","4","","Introduction to quantum information and computation. Qubits, quantum gates, and measurements. Entanglement and non-locality. Density matrix formalism. Quantum algorithms: Simon's algorithm, Grover search, Shor's factoring, and Hamiltonian Simulation. Quantum error-correction","no","Quantum Computing & Information, Combinatorics & Discrete Mathematics, Computation & Scientific Computing"
"Computer Science and Engineering","CSE 535","Theory of Optimization and Continuous Algorithms","4","","Theoretical foundations of convex optimization and continuous algorithms. First-order methods, rates of convergence, and acceleration; gradient, subgradient, and mirror descent. Randomization, stochastic descent, leverage scores and sampling. Interior point methods. Linear systems in convex optimization. Algorithmic applications","no","Optimization, Control Systems & Optimization, Numerical Analysis"
"Computer Science and Engineering","CSE 541","Interactive Learning","4","","Foundations and methods of interactive machine learning including multi-armed bandits, active learning, and adaptive experimental design. Stochastic and adversarial K-armed bandits, structured bandits, and contextual bandits. Online learning; adaptive data collection for supervised learning","no","Artificial Intelligence & Machine Learning, Robotics & Automation, Human-Computer Interaction & UI/UX"
"Computer Science and Engineering","CSE 543","Deep Learning ","4","","Foundations of modern deep learning and its applications. Topics include various forms of deep neural networks architectures such as convolution neural networks, recurrent networks, attention mechanism, training and optimization algorithms and their applications in domains such as computer vision, robotics, and natural language processing.","no","Artificial Intelligence & Machine Learning, Bioengineering & Neural Engineering, Mathematics Education & Career Development"
"Computer Science and Engineering","CSE 544","Principles of Database Systems ","4","","Data models and query languages (SQL, datalog, OQL). Relational databases, enforcement of integrity constraints. Object-oriented databases and object-relational databases. Principles of data storage and indexing. Query-execution methods and query optimization algorithms. Static analysis of queries and rewriting of queries using views. Data integration. Data mining. Principles of transaction processing","no","Database & Data Management, Data Science & Data Engineering, Software Development & Engineering"
"Computer Science and Engineering","CSE 546","Machine Learning","4","CSE 312","Explores methods for designing systems that learn from data and improve with experience. Supervised learning and predictive modeling; decision trees, rule induction, nearest neighbors, Bayesian methods, neural networks, support vector machines, and model ensembles. Unsupervised learning and clustering.","either CSE 312, STAT 341, STAT 391 or equivalent","Artificial Intelligence & Machine Learning, Robotics & Automation, Bioengineering & Neural Engineering"
"Computer Science and Engineering","CSE 547","Machine Learning for Big Data","4","CSE 546","Covers machine learning and statistical techniques for analyzing datasets of massive size and dimensionality. Representations include regularized linear models, graphical models, matrix factorization, sparsity, clustering, and latent factor models. Algorithms include sketching, random projections, hashing, fast nearest-neighbors, large-scale online learning, and parallel learning (Map-Reduce, GraphLab). ","either STAT 535 or CSE 546","Artificial Intelligence & Machine Learning, Computer-Aided Mathematics, Computer Vision & Image Processing"
